+0000.0000000000000000,+0000.9999999999999996
+0000.0001001969537451,+0000.9998998030462545
+0000.0004007476572624,+0000.9995992523427372
+0000.0009015316534921,+0000.9990984683465075
+0000.0016023482343105,+0000.9983976517656891
+0000.0025029165209715,+0000.9974970834790283
+0000.0036028755766793,+0000.9963971244233202
+0000.0049017845512474,+0000.9950982154487523
+0000.0063991228577859,+0000.9936008771422138
+0000.0080942903813468,+0000.9919057096186530
+0000.0099866077194422,+0000.9900133922805574
+0000.0120753164543410,+0000.9879246835456588
+0000.0143595794570331,+0000.9856404205429664
+0000.0168384812227409,+0000.9831615187772588
+0000.0195110282378422,+0000.9804889717621575
+0000.0223761493780582,+0000.9776238506219412
+0000.0254326963377477,+0000.9745673036622521
+0000.0286794440901331,+0000.9713205559098664
+0000.0321150913782771,+0000.9678849086217227
+0000.0357382612366100,+0000.9642617387633898
+0000.0395475015428009,+0000.9604524984571987
+0000.0435412855997509,+0000.9564587144002485
+0000.0477180127474742,+0000.9522819872525256
+0000.0520760090046235,+0000.9479239909953763
+0000.0566135277394012,+0000.9433864722605987
+0000.0613287503695882,+0000.9386712496304114
+0000.0662197870914093,+0000.9337802129085904
+0000.0712846776369439,+0000.9287153223630557
+0000.0765213920597771,+0000.9234786079402224
+0000.0819278315485777,+0000.9180721684514219
+0000.0875018292682762,+0000.9124981707317235
+0000.0932411512285056,+0000.9067588487714940
+0000.0991434971789582,+0000.9008565028210413
+0000.1052065015312994,+0000.8947934984687003
+0000.1114277343072561,+0000.8885722656927437
+0000.1178047021125462,+0000.8821952978874532
+0000.1243348491361680,+0000.8756651508638317
+0000.1310155581747735,+0000.8689844418252264
+0000.1378441516815752,+0000.8621558483184245
+0000.1448178928395117,+0000.8551821071604879
+0000.1519339866580923,+0000.8480660133419072
+0000.1591895810936343,+0000.8408104189063653
+0000.1665817681922873,+0000.8334182318077126
+0000.1741075852555464,+0000.8258924147444535
+0000.1817640160276242,+0000.8182359839723754
+0000.1895479919043721,+0000.8104520080956276
+0000.1974563931630954,+0000.8025436068369043
+0000.2054860502129448,+0000.7945139497870550
+0000.2136337448652049,+0000.7863662551347947
+0000.2218962116231505,+0000.7781037883768491
+0000.2302701389907717,+0000.7697298610092279
+0000.2387521708000276,+0000.7612478291999722
+0000.2473389075559110,+0000.7526610924440886
+0000.2560269077989719,+0000.7439730922010278
+0000.2648126894845637,+0000.7351873105154361
+0000.2736927313784545,+0000.7263072686215453
+0000.2826634744680441,+0000.7173365255319556
+0000.2917213233888234,+0000.7082786766111762
+0000.3008626478653024,+0000.6991373521346973
+0000.3100837841660309,+0000.6899162158339689
+0000.3193810365719264,+0000.6806189634280735
+0000.3287506788575248,+0000.6712493211424749
