+0001.0000000000000000,+0000.0000000000000000
+0000.9998999533179125,+0000.0001000466820875
+0000.9995998533094494,+0000.0004001466905505
+0000.9990998200706513,+0000.0009001799293486
+0000.9984000537081839,+0000.0015999462918161
+0000.9975008342592577,+0000.0024991657407422
+0000.9964025215795617,+0000.0035974784204383
+0000.9951055551992528,+0000.0048944448007472
+0000.9936104541470627,+0000.0063895458529372
+0000.9919178167425889,+0000.0080821832574110
+0000.9900283203568553,+0000.0099716796431447
+0000.9879427211412370,+0000.0120572788587630
+0000.9856618537248593,+0000.0143381462751407
+0000.9831866308805893,+0000.0168133691194107
+0000.9805180431597571,+0000.0194819568402429
+0000.9776571584957497,+0000.0223428415042502
+0000.9746051217766388,+0000.0253948782233611
+0000.9713631543870112,+0000.0286368456129888
+0000.9679325537191871,+0000.0320674462808129
+0000.9643146926540213,+0000.0356853073459787
+0000.9605110190114939,+0000.0394889809885060
+0000.9565230549713126,+0000.0434769450286874
+0000.9523523964637559,+0000.0476476035362441
+0000.9480007125310035,+0000.0519992874689965
+0000.9434697446592074,+0000.0565302553407926
+0000.9387613060815728,+0000.0612386939184272
+0000.9338772810527256,+0000.0661227189472744
+0000.9288196240946591,+0000.0711803759053409
+0000.9235903592145601,+0000.0764096407854399
+0000.9181915790948282,+0000.0818084209051718
+0000.9126254442556118,+0000.0873745557443882
+0000.9068941821901970,+0000.0931058178098029
+0000.9010000864735943,+0000.0989999135264057
+0000.8949455158446799,+0000.1050544841553201
+0000.8887328932622600,+0000.1112671067377400
+0000.8823647049354351,+0000.1176352950645650
+0000.8758434993286515,+0000.1241565006713486
+0000.8691718861418404,+0000.1308281138581597
+0000.8623525352660498,+0000.1376474647339502
+0000.8553881757149906,+0000.1446118242850095
+0000.8482815945329202,+0000.1517184054670800
+0000.8410356356793055,+0000.1589643643206946
+0000.8336531988907075,+0000.1663468011092926
+0000.8261372385203456,+0000.1738627614796545
+0000.8184907623558041,+0000.1815092376441960
+0000.8107168304153560,+0000.1892831695846440
+0000.8028185537233843,+0000.1971814462766157
+0000.7947990930653909,+0000.2052009069346091
+0000.7866616577230927,+0000.2133383422769073
+0000.7784095041901093,+0000.2215904958098907
+0000.7700459348687578,+0000.2299540651312422
+0000.7615742967484748,+0000.2384257032515253
+0000.7529979800663958,+0000.2470020199336042
+0000.7443204169506279,+0000.2556795830493722
+0000.7355450800467564,+0000.2644549199532436
+0000.7266754811281397,+0000.2733245188718603
+0000.7177151696905428,+0000.2822848303094572
+0000.7086677315316772,+0000.2913322684683229
+0000.6995367873162114,+0000.3004632126837888
+0000.6903259911268298,+0000.3096740088731704
+0000.6810390290019168,+0000.3189609709980834
+0000.6716796174604533,+0000.3283203825395469
+0000.6622515020147152,+0000.3377484979852851
+0000.6527584556713686,+0000.3472415443286316
+0000.6432042774215636,+0000.3567957225784366
+0000.6335927907206275,+0000.3664072092793728
+0000.6239278419579691,+0000.3760721580420311
+0000.6142132989178053,+0000.3857867010821950
+0000.6044530492313236,+0000.3955469507686767
+0000.5946509988209056,+0000.4053490011790948
+0000.5848110703370274,+0000.4151889296629729
+0000.5749372015884673,+0000.4250627984115330
+0000.5650333439664473,+0000.4349666560335529
+0000.5551034608633385,+0000.4448965391366618
+0000.5451515260865640,+0000.4548484739134363
+0000.5351815222683338,+0000.4648184777316665
+0000.5251974392718489,+0000.4748025607281514
+0000.5152032725946103,+0000.4847967274053899
+0000.5052030217694744,+0000.4947969782305258
+0000.4952006887640925,+0000.5047993112359077
+0000.4852002763793770,+0000.5147997236206232
+0000.4752057866476336,+0000.5247942133523666
+0000.4652212192310003,+0000.5347787807689999
+0000.4552505698208370,+0000.5447494301791632
+0000.4452978285387016,+0000.5547021714612986
+0000.4353669783395573,+0000.5646330216604429
+0000.4254619934178459,+0000.5745380065821544
+0000.4155868376170687,+0000.5844131623829315
+0000.4057454628435090,+0000.5942545371564912
+0000.3959418074847308,+0000.6040581925152694
+0000.3861797948334894,+0000.6138202051665107
+0000.3764633315176811,+0000.6235366684823190
+0000.3667963059369628,+0000.6332036940630373
+0000.3571825867066657,+0000.6428174132933345
+0000.3476260211096272,+0000.6523739788903730
+0000.3381304335565594,+0000.6618695664434407
+0000.3286996240555706,+0000.6713003759444296
+0000.3193373666914518,+0000.6806626333085484
+0000.3100474081153394,+0000.6899525918846607
+0000.3008334660453542,+0000.6991665339546459
+0000.2916992277788200,+0000.7083007722211802
+0000.2826483487166563,+0000.7173516512833438
+0000.2736844509005359,+0000.7263155490994643
+0000.2648111215633909,+0000.7351888784366093
+0000.2560319116938502,+0000.7439680883061500
+0000.2473503346151812,+0000.7526496653848190
+0000.2387698645793042,+0000.7612301354206961
+0000.2302939353764426,+0000.7697060646235576
+0000.2219259389609663,+0000.7780740610390339
+0000.2136692240939762,+0000.7863307759060241
+0000.2055270950031744,+0000.7944729049968259
+0000.1975028100605560,+0000.8024971899394443
+0000.1895995804784523,+0000.8104004195215480
+0000.1818205690244463,+0000.8181794309755539
+0000.1741688887556743,+0000.8258311112443260
+0000.1666476017730226,+0000.8333523982269777
+0000.1592597179957148,+0000.8407402820042854
+0000.1520081939567828,+0000.8479918060432174
+0000.1448959316199004,+0000.8551040683800998
+0000.1379257772180571,+0000.8620742227819431
+0000.1311005201145326,+0000.8688994798854676
+0000.1244228916866313,+0000.8755771083133689
